Line_Number,Timestamp,Parsed_Time,Event,IP_Address,Username,Process,Host,Message,Raw_Line,Geo_Country,Geo_City,Geo_Lat,Geo_Lon,IP_Reputation,ASN,MITRE_Technique,MITRE_Tactic,Geo_Risk,Session_ID,Risk_Score,Severity_Level
137,Jun 15 14:01:21,2024-06-15 14:01:21,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,auth-gateway,52395]: Accepted password for ubuntu from 10.0.0.12 port 40107 ssh2,Jun 15 14:01:21 auth-gateway sshd[52395]: Accepted password for ubuntu from 10.0.0.12 port 40107 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0063,52.14,CRITICAL
138,Jun 15 14:01:28,2024-06-15 14:01:28,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,58355]: Failed password for admin from 62.210.105.116 port 44924 ssh2,Jun 15 14:01:28 auth-gateway sshd[58355]: Failed password for admin from 62.210.105.116 port 44924 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
139,Jun 15 14:01:44,2024-06-15 14:01:44,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,51889]: Failed password for admin from 62.210.105.116 port 47806 ssh2,Jun 15 14:01:44 auth-gateway sshd[51889]: Failed password for admin from 62.210.105.116 port 47806 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
140,Jun 15 14:01:59,2024-06-15 14:01:59,FAILED_LOGIN,62.210.105.116,www-data,sshd,auth-gateway,50324]: Failed password for www-data from 62.210.105.116 port 51853 ssh2,Jun 15 14:01:59 auth-gateway sshd[50324]: Failed password for www-data from 62.210.105.116 port 51853 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
141,Jun 15 14:02:15,2024-06-15 14:02:15,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,13899]: Failed password for admin from 62.210.105.116 port 48577 ssh2,Jun 15 14:02:15 auth-gateway sshd[13899]: Failed password for admin from 62.210.105.116 port 48577 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
142,Jun 15 14:02:31,2024-06-15 14:02:31,FAILED_LOGIN,62.210.105.116,user,sshd,auth-gateway,37153]: Failed password for user from 62.210.105.116 port 62327 ssh2,Jun 15 14:02:31 auth-gateway sshd[37153]: Failed password for user from 62.210.105.116 port 62327 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
143,Jun 15 14:02:43,2024-06-15 14:02:43,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,24705]: Failed password for admin from 62.210.105.116 port 64792 ssh2,Jun 15 14:02:43 auth-gateway sshd[24705]: Failed password for admin from 62.210.105.116 port 64792 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
144,Jun 15 14:03:00,2024-06-15 14:03:00,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,37411]: Failed password for admin from 62.210.105.116 port 33753 ssh2,Jun 15 14:03:00 auth-gateway sshd[37411]: Failed password for admin from 62.210.105.116 port 33753 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
145,Jun 15 14:03:15,2024-06-15 14:03:15,FAILED_LOGIN,62.210.105.116,backup,sshd,auth-gateway,28485]: Failed password for backup from 62.210.105.116 port 38260 ssh2,Jun 15 14:03:15 auth-gateway sshd[28485]: Failed password for backup from 62.210.105.116 port 38260 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
146,Jun 15 14:03:17,2024-06-15 14:03:17,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,server01,55969]: Accepted password for ubuntu from 10.0.0.12 port 52331 ssh2,Jun 15 14:03:17 server01 sshd[55969]: Accepted password for ubuntu from 10.0.0.12 port 52331 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0063,52.14,CRITICAL
147,Jun 15 14:03:28,2024-06-15 14:03:28,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,46489]: Failed password for admin from 62.210.105.116 port 59762 ssh2,Jun 15 14:03:28 auth-gateway sshd[46489]: Failed password for admin from 62.210.105.116 port 59762 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
148,Jun 15 14:03:43,2024-06-15 14:03:43,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,47675]: Failed password for admin from 62.210.105.116 port 35676 ssh2,Jun 15 14:03:43 auth-gateway sshd[47675]: Failed password for admin from 62.210.105.116 port 35676 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
149,Jun 15 14:03:53,2024-06-15 14:03:53,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,db-primary,53400]: Accepted password for deploy from 10.0.0.5 port 59066 ssh2,Jun 15 14:03:53 db-primary sshd[53400]: Accepted password for deploy from 10.0.0.5 port 59066 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0064,47.71,CRITICAL
150,Jun 15 14:04:00,2024-06-15 14:04:00,FAILED_LOGIN,62.210.105.116,ubuntu,sshd,auth-gateway,61031]: Failed password for ubuntu from 62.210.105.116 port 31691 ssh2,Jun 15 14:04:00 auth-gateway sshd[61031]: Failed password for ubuntu from 62.210.105.116 port 31691 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
151,Jun 15 14:04:15,2024-06-15 14:04:15,FAILED_LOGIN,62.210.105.116,oracle,sshd,auth-gateway,15017]: Failed password for oracle from 62.210.105.116 port 45877 ssh2,Jun 15 14:04:15 auth-gateway sshd[15017]: Failed password for oracle from 62.210.105.116 port 45877 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
152,Jun 15 14:04:28,2024-06-15 14:04:28,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,37406]: Failed password for admin from 62.210.105.116 port 55249 ssh2,Jun 15 14:04:28 auth-gateway sshd[37406]: Failed password for admin from 62.210.105.116 port 55249 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
153,Jun 15 14:04:45,2024-06-15 14:04:45,FAILED_LOGIN,62.210.105.116,nagios,sshd,auth-gateway,49143]: Failed password for nagios from 62.210.105.116 port 61904 ssh2,Jun 15 14:04:45 auth-gateway sshd[49143]: Failed password for nagios from 62.210.105.116 port 61904 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
154,Jun 15 14:05:00,2024-06-15 14:05:00,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,36201]: Failed password for admin from 62.210.105.116 port 44654 ssh2,Jun 15 14:05:00 auth-gateway sshd[36201]: Failed password for admin from 62.210.105.116 port 44654 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
155,Jun 15 14:05:14,2024-06-15 14:05:14,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,59130]: Failed password for admin from 62.210.105.116 port 35581 ssh2,Jun 15 14:05:14 auth-gateway sshd[59130]: Failed password for admin from 62.210.105.116 port 35581 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
156,Jun 15 14:05:28,2024-06-15 14:05:28,FAILED_LOGIN,62.210.105.116,git,sshd,auth-gateway,53281]: Failed password for git from 62.210.105.116 port 63911 ssh2,Jun 15 14:05:28 auth-gateway sshd[53281]: Failed password for git from 62.210.105.116 port 63911 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
157,Jun 15 14:05:43,2024-06-15 14:05:43,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,21515]: Failed password for admin from 62.210.105.116 port 48117 ssh2,Jun 15 14:05:43 auth-gateway sshd[21515]: Failed password for admin from 62.210.105.116 port 48117 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
158,Jun 15 14:05:59,2024-06-15 14:05:59,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,38032]: Failed password for admin from 62.210.105.116 port 33066 ssh2,Jun 15 14:05:59 auth-gateway sshd[38032]: Failed password for admin from 62.210.105.116 port 33066 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
159,Jun 15 14:06:16,2024-06-15 14:06:16,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,10087]: Failed password for admin from 62.210.105.116 port 34917 ssh2,Jun 15 14:06:16 auth-gateway sshd[10087]: Failed password for admin from 62.210.105.116 port 34917 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
160,Jun 15 14:06:28,2024-06-15 14:06:28,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,57747]: Failed password for admin from 62.210.105.116 port 54536 ssh2,Jun 15 14:06:28 auth-gateway sshd[57747]: Failed password for admin from 62.210.105.116 port 54536 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
161,Jun 15 14:06:45,2024-06-15 14:06:45,FAILED_LOGIN,62.210.105.116,ubuntu,sshd,auth-gateway,54618]: Failed password for ubuntu from 62.210.105.116 port 38811 ssh2,Jun 15 14:06:45 auth-gateway sshd[54618]: Failed password for ubuntu from 62.210.105.116 port 38811 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
162,Jun 15 14:07:01,2024-06-15 14:07:01,FAILED_LOGIN,62.210.105.116,nagios,sshd,auth-gateway,45187]: Failed password for nagios from 62.210.105.116 port 50731 ssh2,Jun 15 14:07:01 auth-gateway sshd[45187]: Failed password for nagios from 62.210.105.116 port 50731 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
163,Jun 15 14:07:13,2024-06-15 14:07:13,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,36129]: Failed password for admin from 62.210.105.116 port 63367 ssh2,Jun 15 14:07:13 auth-gateway sshd[36129]: Failed password for admin from 62.210.105.116 port 63367 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
164,Jun 15 14:07:31,2024-06-15 14:07:31,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,3637]: Failed password for admin from 62.210.105.116 port 39163 ssh2,Jun 15 14:07:31 auth-gateway sshd[3637]: Failed password for admin from 62.210.105.116 port 39163 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
165,Jun 15 14:07:44,2024-06-15 14:07:44,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,63750]: Failed password for admin from 62.210.105.116 port 42780 ssh2,Jun 15 14:07:44 auth-gateway sshd[63750]: Failed password for admin from 62.210.105.116 port 42780 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
166,Jun 15 14:07:59,2024-06-15 14:07:59,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,61359]: Failed password for admin from 62.210.105.116 port 43672 ssh2,Jun 15 14:07:59 auth-gateway sshd[61359]: Failed password for admin from 62.210.105.116 port 43672 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
167,Jun 15 14:08:15,2024-06-15 14:08:15,FAILED_LOGIN,62.210.105.116,deploy,sshd,auth-gateway,12883]: Failed password for deploy from 62.210.105.116 port 36843 ssh2,Jun 15 14:08:15 auth-gateway sshd[12883]: Failed password for deploy from 62.210.105.116 port 36843 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
168,Jun 15 14:08:28,2024-06-15 14:08:28,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,21809]: Failed password for admin from 62.210.105.116 port 42462 ssh2,Jun 15 14:08:28 auth-gateway sshd[21809]: Failed password for admin from 62.210.105.116 port 42462 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
169,Jun 15 14:08:45,2024-06-15 14:08:45,FAILED_LOGIN,62.210.105.116,ubuntu,sshd,auth-gateway,56182]: Failed password for ubuntu from 62.210.105.116 port 31677 ssh2,Jun 15 14:08:45 auth-gateway sshd[56182]: Failed password for ubuntu from 62.210.105.116 port 31677 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
170,Jun 15 14:08:59,2024-06-15 14:08:59,FAILED_LOGIN,62.210.105.116,git,sshd,auth-gateway,21920]: Failed password for git from 62.210.105.116 port 37579 ssh2,Jun 15 14:08:59 auth-gateway sshd[21920]: Failed password for git from 62.210.105.116 port 37579 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
171,Jun 15 14:09:16,2024-06-15 14:09:16,FAILED_LOGIN,62.210.105.116,mysql,sshd,auth-gateway,55256]: Failed password for mysql from 62.210.105.116 port 31647 ssh2,Jun 15 14:09:16 auth-gateway sshd[55256]: Failed password for mysql from 62.210.105.116 port 31647 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
172,Jun 15 14:09:31,2024-06-15 14:09:31,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,2605]: Failed password for admin from 62.210.105.116 port 64829 ssh2,Jun 15 14:09:31 auth-gateway sshd[2605]: Failed password for admin from 62.210.105.116 port 64829 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
173,Jun 15 14:09:45,2024-06-15 14:09:45,FAILED_LOGIN,62.210.105.116,admin,sshd,auth-gateway,61481]: Failed password for admin from 62.210.105.116 port 31733 ssh2,Jun 15 14:09:45 auth-gateway sshd[61481]: Failed password for admin from 62.210.105.116 port 31733 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0062,73.36,CRITICAL
174,Jun 15 14:11:00,2024-06-15 14:11:00,SUCCESSFUL_LOGIN,62.210.105.116,admin,sshd,auth-gateway,42049]: Accepted password for admin from 62.210.105.116 port 42569 ssh2,Jun 15 14:11:00 auth-gateway sshd[42049]: Accepted password for admin from 62.210.105.116 port 42569 ssh2,Japan,Tokyo,35.68,139.69,0.0,AS15169 — Google LLC,T1078 — Valid Accounts,Initial Access,0.1,S-0062,73.36,CRITICAL
175,Jun 15 14:11:30,2024-06-15 14:11:30,OTHER,Internal,unknown,sudo,auth-gateway, admin : TTY=pts/0 ; PWD=/home/admin ; USER=root ; COMMAND=/bin/bash,Jun 15 14:11:30 auth-gateway sudo: admin : TTY=pts/0 ; PWD=/home/admin ; USER=root ; COMMAND=/bin/bash,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0065,19.67,MEDIUM
176,Jun 15 14:26:50,2024-06-15 14:26:50,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,db-primary,25507]: Accepted password for user from 10.0.0.5 port 52464 ssh2,Jun 15 14:26:50 db-primary sshd[25507]: Accepted password for user from 10.0.0.5 port 52464 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0064,47.71,CRITICAL
177,Jun 15 14:28:53,2024-06-15 14:28:53,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,auth-gateway,64396]: Accepted password for deploy from 10.0.1.200 port 46508 ssh2,Jun 15 14:28:53 auth-gateway sshd[64396]: Accepted password for deploy from 10.0.1.200 port 46508 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0066,49.62,CRITICAL
178,Jun 15 14:29:46,2024-06-15 14:29:46,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,server01,16902]: Accepted password for user from 10.0.0.5 port 57694 ssh2,Jun 15 14:29:46 server01 sshd[16902]: Accepted password for user from 10.0.0.5 port 57694 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0064,47.71,CRITICAL
179,Jun 15 14:33:21,2024-06-15 14:33:21,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,auth-gateway,46763]: Accepted password for ubuntu from 192.168.1.101 port 59980 ssh2,Jun 15 14:33:21 auth-gateway sshd[46763]: Accepted password for ubuntu from 192.168.1.101 port 59980 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0067,51.72,CRITICAL
180,Jun 15 14:46:46,2024-06-15 14:46:46,SUCCESSFUL_LOGIN,192.168.1.101,deploy,sshd,auth-gateway,27565]: Accepted password for deploy from 192.168.1.101 port 53749 ssh2,Jun 15 14:46:46 auth-gateway sshd[27565]: Accepted password for deploy from 192.168.1.101 port 53749 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0067,51.72,CRITICAL
181,Jun 15 14:59:41,2024-06-15 14:59:41,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,web-prod,64372]: Accepted password for deploy from 10.0.0.5 port 52902 ssh2,Jun 15 14:59:41 web-prod sshd[64372]: Accepted password for deploy from 10.0.0.5 port 52902 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0064,47.71,CRITICAL
182,Jun 15 15:00:38,2024-06-15 15:00:38,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,web-prod,33306]: Accepted password for ubuntu from 192.168.1.101 port 33151 ssh2,Jun 15 15:00:38 web-prod sshd[33306]: Accepted password for ubuntu from 192.168.1.101 port 33151 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0067,51.72,CRITICAL
183,Jun 15 15:03:47,2024-06-15 15:03:47,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,db-primary,23366]: Accepted password for admin from 10.0.1.200 port 61008 ssh2,Jun 15 15:03:47 db-primary sshd[23366]: Accepted password for admin from 10.0.1.200 port 61008 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0068,49.62,CRITICAL
184,Jun 15 15:11:01,2024-06-15 15:11:01,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,server01,29015]: Accepted password for admin from 10.0.1.200 port 52633 ssh2,Jun 15 15:11:01 server01 sshd[29015]: Accepted password for admin from 10.0.1.200 port 52633 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0068,49.62,CRITICAL
185,Jun 15 15:23:45,2024-06-15 15:23:45,SUCCESSFUL_LOGIN,192.168.1.101,user,sshd,server01,64115]: Accepted password for user from 192.168.1.101 port 52488 ssh2,Jun 15 15:23:45 server01 sshd[64115]: Accepted password for user from 192.168.1.101 port 52488 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0067,51.72,CRITICAL
186,Jun 15 15:27:51,2024-06-15 15:27:51,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,server01,24952]: Accepted password for ubuntu from 10.0.0.12 port 39600 ssh2,Jun 15 15:27:51 server01 sshd[24952]: Accepted password for ubuntu from 10.0.0.12 port 39600 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0069,52.14,CRITICAL
187,Jun 15 15:28:43,2024-06-15 15:28:43,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,server01,4697]: Accepted password for user from 10.0.1.200 port 52500 ssh2,Jun 15 15:28:43 server01 sshd[4697]: Accepted password for user from 10.0.1.200 port 52500 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0068,49.62,CRITICAL
188,Jun 15 15:45:00,2024-06-15 15:45:00,SUCCESSFUL_LOGIN,192.168.1.55,user,sshd,web-prod,5334]: Accepted password for user from 192.168.1.55 port 51080 ssh2,Jun 15 15:45:00 web-prod sshd[5334]: Accepted password for user from 192.168.1.55 port 51080 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0070,59.03,CRITICAL
189,Jun 15 15:47:26,2024-06-15 15:47:26,SUCCESSFUL_LOGIN,192.168.1.55,ubuntu,sshd,db-primary,52711]: Accepted password for ubuntu from 192.168.1.55 port 38843 ssh2,Jun 15 15:47:26 db-primary sshd[52711]: Accepted password for ubuntu from 192.168.1.55 port 38843 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0070,59.03,CRITICAL
190,Jun 15 16:10:36,2024-06-15 16:10:36,FAILED_LOGIN,10.0.0.12,ubuntu,sshd,web-prod,51667]: Failed password for ubuntu from 10.0.0.12 port 54908 ssh2,Jun 15 16:10:36 web-prod sshd[51667]: Failed password for ubuntu from 10.0.0.12 port 54908 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1110 — Brute Force,Credential Access,0.3,S-0071,52.14,CRITICAL
191,Jun 15 16:27:35,2024-06-15 16:27:35,FAILED_LOGIN,192.168.1.55,admin,sshd,db-primary,25588]: Failed password for admin from 192.168.1.55 port 52746 ssh2,Jun 15 16:27:35 db-primary sshd[25588]: Failed password for admin from 192.168.1.55 port 52746 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.95,S-0072,59.03,CRITICAL
192,Jun 15 16:30:32,2024-06-15 16:30:32,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,auth-gateway,27978]: Accepted password for user from 10.0.0.5 port 40741 ssh2,Jun 15 16:30:32 auth-gateway sshd[27978]: Accepted password for user from 10.0.0.5 port 40741 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0073,47.71,CRITICAL
193,Jun 15 16:30:48,2024-06-15 16:30:48,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,server01,62828]: Accepted password for admin from 192.168.1.101 port 31395 ssh2,Jun 15 16:30:48 server01 sshd[62828]: Accepted password for admin from 192.168.1.101 port 31395 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0074,51.72,CRITICAL
194,Jun 15 16:31:54,2024-06-15 16:31:54,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,auth-gateway,42239]: Accepted password for ubuntu from 10.0.0.12 port 35659 ssh2,Jun 15 16:31:54 auth-gateway sshd[42239]: Accepted password for ubuntu from 10.0.0.12 port 35659 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0071,52.14,CRITICAL
195,Jun 15 16:37:43,2024-06-15 16:37:43,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,auth-gateway,38512]: Accepted password for ubuntu from 10.0.0.12 port 64279 ssh2,Jun 15 16:37:43 auth-gateway sshd[38512]: Accepted password for ubuntu from 10.0.0.12 port 64279 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0071,52.14,CRITICAL
196,Jun 15 16:54:03,2024-06-15 16:54:03,OTHER,Internal,user,sshd,web-prod,31178]: pam_unix(sshd:session): session opened for user admin,Jun 15 16:54:03 web-prod sshd[31178]: pam_unix(sshd:session): session opened for user admin,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0075,19.67,MEDIUM
197,Jun 15 16:55:50,2024-06-15 16:55:50,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,server01,51686]: Accepted password for ubuntu from 192.168.1.101 port 60339 ssh2,Jun 15 16:55:50 server01 sshd[51686]: Accepted password for ubuntu from 192.168.1.101 port 60339 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0074,51.72,CRITICAL
198,Jun 15 16:57:02,2024-06-15 16:57:02,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,server01,20766]: Accepted password for deploy from 10.0.0.12 port 42321 ssh2,Jun 15 16:57:02 server01 sshd[20766]: Accepted password for deploy from 10.0.0.12 port 42321 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0071,52.14,CRITICAL
199,Jun 15 16:57:50,2024-06-15 16:57:50,SUCCESSFUL_LOGIN,10.0.0.12,admin,sshd,web-prod,40007]: Accepted password for admin from 10.0.0.12 port 45706 ssh2,Jun 15 16:57:50 web-prod sshd[40007]: Accepted password for admin from 10.0.0.12 port 45706 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0071,52.14,CRITICAL
